patient_id,r_plus,r_prod,r_minus,delta_plus,delta_prod,K,T0_plus,T0_prod,T0_minus,alpha_00,alpha_01,alpha_02,alpha_10,alpha_11,alpha_12,alpha_20,alpha_21,alpha_22
15,0.0017448087751842398,0.0025216232500176704,0.007124467006745658,0.11380873277887202,0.05690436638943601,10000.0,5732.5307599938615,688.8945349464732,10.629473924906074,1.0,0.7879689436950876,0.6907330138860153,0.721895022631988,1.0,0.5775571920374301,0.7708106812929465,0.3091629096875549,1.0
16,0.002230231246672973,0.003994862591458211,0.008351570660986454,0.2071806590773905,0.10359032953869525,10000.0,10554.809138924007,297.7750662695382,55.61798626570009,1.0,0.7012104814329521,0.3923975807434243,0.6478119574492971,1.0,0.37750012743283334,0.6458098779916333,0.7793169155322102,1.0
17,0.0036692218729869126,0.003666311653390685,0.005660923244224542,0.08570516747265879,0.04285258373632939,10000.0,1827.380578882618,395.58637328887,18.004253558713813,1.0,0.6681929352566433,0.30764482829835577,0.4270204568963196,1.0,0.602072927281965,0.3418683473435716,0.7988818404614882,1.0
18,0.002339119780548318,0.0023823431182246426,0.007632789616263687,0.09088874767818175,0.045444373839090876,10000.0,11579.09183989791,747.8713016337408,26.215304971463148,1.0,0.5884357317513045,0.537680484864968,0.3612009949239285,1.0,0.45679806061160905,0.6681042913424959,0.7536945165241657,1.0
19,0.002382303747911784,0.004444459487804497,0.007163021282505234,0.1097577608199174,0.0548788804099587,10000.0,6143.364137971525,140.80455466911297,57.94867965462488,1.0,0.5693499180397965,0.45583270891191024,0.7581748646945747,1.0,0.7640377557598287,0.5182604878530804,0.5048463012077342,1.0
20,0.0023895574565656772,0.004726511778855373,0.009120065285329092,0.15737656525373978,0.07868828262686989,10000.0,5438.4557306091665,276.7008217326247,16.517063650819036,1.0,0.7931441819833734,0.6470339411787933,0.5243442301315593,1.0,0.620088404294881,0.4352444282272486,0.4509369834909811,1.0
21,0.002950616849803291,0.005172267328258731,0.004164963289899199,0.266719752906085,0.1333598764530425,10000.0,4373.284802055989,222.42675861517085,18.118691712154654,1.0,0.35620154167367113,0.7791332226829212,0.6379910924608534,1.0,0.3985963679724728,0.6360296282633935,0.7963708138682964,1.0
22,0.001761925416398327,0.002331208170380766,0.004692162632991467,0.10956673107755421,0.05478336553877711,10000.0,8859.881324234564,126.59354506712097,77.58355971613453,1.0,0.7184806616185222,0.32571938373762965,0.5776725776807703,1.0,0.6037322631763336,0.32507064753654147,0.5386639763536144,1.0
23,0.0031239804710484847,0.003538543002083113,0.006374214159034415,0.05699980288367075,0.028499901441835375,10000.0,5483.237249208142,87.50961032251377,75.4151754117516,1.0,0.409009318542868,0.6582923179617914,0.5353498353346375,1.0,0.5076109653203558,0.47457390235880975,0.331926876571846,1.0
24,0.003948036982266836,0.003671329822466234,0.004855863402204617,0.12958666493946877,0.06479333246973439,10000.0,3809.5444088439067,332.6612289043583,58.11156885894128,1.0,0.6712376353432813,0.7101836322173742,0.6560800350135827,1.0,0.5049628035932489,0.7714768873276413,0.3154745681520603,1.0
25,0.0029465194206104908,0.0033147377431650155,0.005672606565448417,0.057937847601204275,0.028968923800602137,10000.0,4511.848427382035,749.5863727643919,84.27477074542627,1.0,0.6934671409132025,0.360640563685581,0.4128856576050672,1.0,0.6834132759473366,0.7584191166828289,0.4769108571224911,1.0
26,0.0015091852389574388,0.001368393564374177,0.00859165897470841,0.25429422816761077,0.12714711408380538,10000.0,8380.474361670818,288.61903973838537,33.27365381290856,1.0,0.38459995788022633,0.577165875179513,0.3879059834482203,1.0,0.5532842582905793,0.4710028856509325,0.781209014087678,1.0
27,0.0038379904038398256,0.004169948954924208,0.008199825171593239,0.0917908515648314,0.0458954257824157,10000.0,6735.745046227615,346.88201335212614,30.19107323437178,1.0,0.39946660859323757,0.44655684671811813,0.7717078558150258,1.0,0.501718527625638,0.39090804828403464,0.7301939561722559,1.0
28,0.0018634123423044463,0.0034500807063984435,0.006108387864287745,0.11380310657124491,0.05690155328562246,10000.0,5131.963827409545,750.1194899601005,35.03982358323771,1.0,0.7754397551618595,0.5663058248947794,0.6925652022971746,1.0,0.4646681919771912,0.7090416501178904,0.7083710693164706,1.0
29,0.002367075277689212,0.003368578333070084,0.006208168431718931,0.13054455047980215,0.06527227523990108,10000.0,4606.390923774046,333.1213665267111,45.270419979847446,1.0,0.4901143009382898,0.31172597667000074,0.41910586932262556,1.0,0.6940531968992393,0.6087976909148339,0.7913966632235626,1.0
30,0.004216244671210459,0.0041289977277616866,0.0050923146256345985,0.12834858790299172,0.06417429395149586,10000.0,3905.6352618992046,2056.70190226017,16.121643474805325,1.0,0.3547901858548118,0.49940474107348476,0.5958013469716514,1.0,0.42508650312380736,0.6220553883910611,0.751159159505875,1.0
31,0.002364692036259828,0.0035869817024216186,0.007508432195723477,0.09576503572375612,0.04788251786187806,10000.0,6426.923316304839,467.15177476957825,67.85159657026777,1.0,0.38826506961644064,0.789334829255194,0.45107921366647197,1.0,0.5951390107979929,0.7919152420269665,0.6525429203949198,1.0
32,0.003468012300675083,0.004138843605352182,0.006425349787074609,0.17907508006027562,0.08953754003013781,10000.0,3288.291625299267,107.82321011488264,143.0080785190885,1.0,0.6356492111580268,0.7150507829104811,0.5298559198304016,1.0,0.45853878012903376,0.5712781141586095,0.6006116880032983,1.0
33,0.00298511487763235,0.0028140184393019812,0.007474688804332072,0.1415497753120474,0.0707748876560237,10000.0,2129.320697088624,789.7925368017629,32.58858729036032,1.0,0.5715294309722165,0.4010422289112893,0.5580526426519435,1.0,0.4210279458220461,0.3247857875082557,0.3564592104704016,1.0
34,0.002624714936158265,0.0022947283603261866,0.012186354972984318,0.16767699656101906,0.08383849828050953,10000.0,6060.941549296025,337.314416955612,37.11334454651303,1.0,0.749860998238425,0.5604964468042832,0.7820828121902569,1.0,0.7556755962742436,0.6388828969016696,0.6804580393912836,1.0
35,0.0019013586803264982,0.00416299843435681,0.008582408581198027,0.18489290566429814,0.09244645283214907,10000.0,8862.747163763404,391.3440325590755,10.812462415875157,1.0,0.7541629837276647,0.7052781783123433,0.752184508738464,1.0,0.7064722773234998,0.3813775528147116,0.7894913165480781,1.0
36,0.0019172609186111358,0.0030505122843775437,0.006060244896321144,0.1271275104380151,0.06356375521900755,10000.0,7586.470805416846,428.7534918505172,47.667730409783644,1.0,0.7376772284101454,0.423025972306112,0.3710736340928319,1.0,0.46431046763253125,0.5042474462825114,0.6286254825074026,1.0
37,0.0034586159263087428,0.0029016377596729898,0.004678530955253559,0.17950277357791317,0.08975138678895658,10000.0,7023.002960181889,564.6789614524472,4.201957237309452,1.0,0.332216048359226,0.3918405769645709,0.3541606014083478,1.0,0.7243050974154889,0.6496691680863411,0.42233747866312565,1.0
38,0.004059687469598135,0.003456610228935931,0.006909078987383174,0.19495264194217457,0.09747632097108729,10000.0,5530.9544480473505,1142.5694222890113,13.450175970542663,1.0,0.5422927519904002,0.36750379871750055,0.3367905289321839,1.0,0.6677819676050415,0.6350934100507173,0.4994673811537654,1.0
39,0.0026756138710587584,0.0036195225087387642,0.006763867067566472,0.0996203029090317,0.04981015145451585,10000.0,2573.963983548954,497.4642300902141,50.59495068221595,1.0,0.41458193334963306,0.7701750032424933,0.6330837479327251,1.0,0.6823168939398829,0.6296494553201575,0.40599319850969934,1.0
40,0.0018991749253783228,0.0024252176956064686,0.005366021143723557,0.187270346003553,0.0936351730017765,10000.0,2738.92477964052,189.7297998445847,25.49729684948741,1.0,0.4691953454930617,0.6009414026351239,0.6653138797687499,1.0,0.3561312972327543,0.35431413987911226,0.6186306439294361,1.0
41,0.0018498870017418481,0.0035903571539028967,0.006454862956763227,0.16895684950401021,0.08447842475200511,10000.0,2389.6460558396034,850.9937593805424,38.225600976948286,1.0,0.6012499542483214,0.46941795661881414,0.6109032004723032,1.0,0.666242337039019,0.7305441402057011,0.4689121965810038,1.0
42,0.0029041636651631585,0.0024462054184906335,0.007778128448167632,0.20009271422705463,0.10004635711352731,10000.0,1779.326133262769,156.237397904898,39.32590776333436,1.0,0.6930321526384768,0.3640568163377729,0.5251929689477836,1.0,0.4853990121162906,0.7633824944243008,0.6219325600403323,1.0
43,0.0028530502896431677,0.00405083255264018,0.005597777856382884,0.09813617845885965,0.049068089229429825,10000.0,1745.3588066719963,773.2849131119535,35.849066496314634,1.0,0.43184609873918733,0.509988954858134,0.5255156935005545,1.0,0.7776572896106189,0.7459508345915213,0.43931651275947176,1.0
44,0.00405994716753898,0.0034207809717540735,0.00700758012750246,0.21577820077289817,0.10788910038644908,10000.0,6601.012764614284,586.6726447488631,25.784388122846323,1.0,0.46898097448295867,0.6388614086902683,0.6082670857819544,1.0,0.7774680820342497,0.505700390433687,0.7698209059891972,1.0
45,0.0023216578217300867,0.002764858650817787,0.006684893974769886,0.1927784189697994,0.0963892094848997,10000.0,4169.175183385001,469.5980030713021,55.04175570533368,1.0,0.5973775021704338,0.504289023447972,0.6356382199023989,1.0,0.6137339149267937,0.7200411778665874,0.6620817442563839,1.0
46,0.00229115580853569,0.004746277004881668,0.0060483405454123,0.18451499463182014,0.09225749731591007,10000.0,2574.122621353036,142.8577664406638,34.6768928552625,1.0,0.6877858732371309,0.5557217560516048,0.6742538593312517,1.0,0.7402457388031046,0.5495733209154721,0.6974525581015089,1.0
47,0.0021837708092581577,0.0034159098538725004,0.0040503642687462,0.06595728045500714,0.03297864022750357,10000.0,2296.908483017511,222.33132744714078,19.187690038924263,1.0,0.7288795945965472,0.5565730452927449,0.38962002739441415,1.0,0.6752322882987378,0.696489109941929,0.5769144525455293,1.0
48,0.002426345011145211,0.0049333716914729,0.0067802707241597,0.23944080011503374,0.11972040005751687,10000.0,4828.2743728768955,190.7230405864666,72.37210808457681,1.0,0.5639866628610302,0.6858600973364009,0.40527073065826974,1.0,0.35253805637005253,0.342757366360944,0.5376663318567654,1.0
49,0.0031399742151849816,0.0049814206139085744,0.006857547581227885,0.07756254420772911,0.038781272103864554,10000.0,4733.330238230075,421.55635709562813,21.66944850226159,1.0,0.7978772427776959,0.5546439137087228,0.3558320516909153,1.0,0.7463212846607464,0.6130384510218932,0.4861245392399924,1.0
